steam_id,game_list,play_time_recommend
902,"['240', '2400', '2420', '2430', '4000', '8400', '400', '12900', '20', '50', '70', '130', '220', '280', '320', '340', '360', '380', '420', '4570', '4580', '9310', '9480', '17390', '17480', '17470', '24740', '1250', '35420', '6060', '38220', '18110', '550', '223530', '22370', '41700', '49900', '43110', '17410', '57300', '25010', '31280', '40800', '34270', '21100', '34330', '42910', '95300', '70000', '20920', '105600', '91700', '21090', '21110', '21120', '16450', '34830', '32800', '107200', '24240', '113200', '72850', '55230', '41070', '25000', '203810', '111100', '67370', '22380', '205730', '102600', '102500', '205790', '104900', '4560', '228200', '202170', '200260', '108800', '205910', '55150', '211420', '35140', '204300', '730', '215280', '212680', '220780', '204360', '49520', '202970', '202990', '212910', '221260', '200710', '1200', '1230', '1280', '35450', '35460', '35480', '236830', '220860', '91600', '16730', '219640', '232210', '96300', '218680', '219150', '4920', '219740', '322330', '223470', '3270', '39530', '39560', '65560', '206760', '214870', '221640', '201790', '224540', '219680', '221810', '109600', '212160', '218230', '230410', '236390', '238960', '209870', '223710', '248570', '271290', '206500', '224580', '33900', '33930', '65700', '65720', '219540', '216250', '233740', '233860', '225420', '1500', '1510', '1520', '1530', '233450', '214420', '220160', '233720', '234710', '228440', '210770', '225600', '234190', '220200', '222730', '215530', '218620', '206190', '35700', '35720', '242760', '242880', '242920', '233250', '206420', '244850', '237110', '246400', '234390', '248350', '248630', '248820', '47790', '47830', '15620', '20570', '56400', '250900', '207140', '251570', '251630', '252330', '252490', '253650', '233130', '255520', '63710', '218060', '107410', '241540', '29900', '219990', '9350', '9420', '39650', '55110', '39690', '50650', '65530', '260250', '208090', '238430', '219830', '261760', '262060', '263440', '263480', '263740', '263760', '264200', '264710', '264730', '108600', '265550', '265930', '266430', '211820', '367540', '221100', '249050', '268750', '8930', '235460', '247730', '228380', '272860', '237990', '273110', '222880', '237870', '274920', '275850', '277930', '48700', '254700', '285900', '293540', '246900', '265210', '295110', '362300', '433850', '439700', '222900', '298110', '238460', '301520', '304050', '304930', '241240', '305620', '306020', '63380', '306830', '302380', '227700', '311690', '313120', '227940', '10150', '115320', '315460', '317360', '313340', '258160', '321980', '21690', '221380', '220440', '323370', '324190', '239140', '323220', '327890', '289130', '329130', '308420', '332310', '332500', '323470', '337320', '342200', '346010', '346110', '407530', '266510', '322300', '441790', '342300', '202090', '238370', '397080', '353130', '255710', '235540', '271590', '232090', '232150', '365720', '367500', '292030', '375230', '377160', '388080', '253030', '385240', '234140', '407840', '369200', '416690', '418340', '427270', '427520', '467900', '48000', '324810']","['291480', '372000', '371200', '393530', '521200']"
903,"['105600', '205790', '265930', '219740', '322330', '304930', '246280', '312990', '239220', '202090', '224260', '238460', '4000', '204360', '109600', '72850', '274190', '212800', '318430', '346120', '313340', '265630', '304030', '346900', '730', '286100', '317360', '253430', '227940', '365670', '274900', '342970', '333930', '304050', '363970']",
904,"['205790', '550', '223530', '8870', '200260', '10', '80', '100', '240', '730', '207610', '7000', '8000', '8140', '203160', '224960', '224980', '225000', '225020', '225300', '225320', '7670', '8850', '409710', '409720', '12210', '12220', '237110', '249870', '4000', '230050', '261030', '6850', '6860', '6900', '203140', '205930', '253980', '234080', '282530', '209000', '222900', '250320', '35450', '236830', '400', '620', '104600', '65790', '221910', '224420', '239160', '211420', '9480', '55230', '206420', '72850', '8600', '8660', '211500', '239450', '92800', '201570', '254000', '299460', '257890', '70000', '312990', '91200', '285580', '20900', '20920', '204300', '317470', '275490', '18820', '203630', '253900', '202090', '315260', '91600', '41300', '218130', '11390', '287120', '24240', '254040', '254060', '292630', '234390', '226120', '292390', '283290', '43110', '297020', '301690', '301700', '243780', '232770', '251690', '300220', '254020', '287100', '322330', '113200', '220440', '1930', '307070', '303390', '253110', '334290', '292380', '295930', '220240', '218620', '233270', '345220', '346370', '284950', '299260', '242700', '213670', '13520', '19900', '310380', '354380', '202970', '202990', '212910', '50620', '50650', '388410', '238320', '250900', '247430', '204360', '35140', '110800', '45760', '205100', '49520', '214560', '252950', '267960', '200210', '291550']",
905,"['240', '4000', '7670', '409710', '12210', '17470', '22200', '16720', '11390', '23490', '33230', '34010', '17410', '60600', '22380', '21100', '92800', '70000', '620', '91200', '20920', '21090', '21110', '21120', '16450', '32800', '107100', '28050', '24240', '201570', '64000', '208090', '205790', '211440', '211600', '104900', '204100', '108800', '205910', '12220', '730', '215670', '200260', '16730', '219640', '232210', '1900', '223470', '220240', '224420', '226700', '8930', '102700', '107900', '113420', '203290', '206210', '218130', '209870', '223710', '239660', '265630', '202090', '206500', '224260', '257730', '263540', '221040', '233740', '222480', '234190', '35720', '239450', '224540', '6880', '8190', '9480', '40390', '55230', '225640', '91310', '40300', '43110', '207930', '225080', '248860', '218620', '249630', '235600', '209000', '239200', '222900', '252490', '205100', '247120', '242050', '257710', '257890', '49520', '259490', '238430', '262150', '281050', '262390', '264710', '265300', '265670', '221100', '267980', '550', '223530', '247730', '274290', '222880', '274900', '275490', '200510', '225840', '239160', '282440', '283290', '283410', '43160', '285580', '287100', '219740', '322330', '292380', '293180', '293260', '293300', '431290', '295930', '35450', '236830', '289130', '298240', '298260', '298600', '204360', '238460', '299460', '299700', '225600', '300760', '65790', '303390', '304930', '8600', '8660', '211500', '63380', '224600', '307290', '227700', '310370', '291480', '244630', '312990', '227940', '314250', '314280', '206420', '277950', '255070', '315070', '315640', '317360', '315260', '296470', '48900', '293500', '17580', '265550', '241930', '223650', '328760', '282070', '333930', '223630', '339120', '339610', '340050', '342200', '346110', '407530', '346670', '287290', '39120', '355180', '355840', '357650', '360170', '364110', '365300', '371390', '375460', '376570', '380600', '382850', '291550', '388410', '391070', '391270', '391460', '400250', '403740', '299360', '409510', '236110', '280790', '417860', '424830', '427270', '428430', '433350', '434730', '436110', '264240', '438680', '310380', '437220', '4720', '34270', '203750', '443580', '443940', '449020', '205890', '273350']","['230410', '386360', '222880', '291550', '271590']"
906,"['4000', '10180', '10190', '105600', '72850', '41070', '200330', '218680', '113020', '17080', '104700', '107900', '200210', '206210', '208090', '212500', '212800', '218230', '230410', '243870', '272350', '39000', '214420', '237310', '248570', '216150', '226320', '204300', '207140', '368730', '282440', '285580', '290140', '291550', '293540', '301520', '304050', '304930', '224600', '302380', '227700', '45760', '291480', '312990', '227940', '317360', '317400', '205790', '323370', '730', '333930', '338170', '346120', '376570', '377160', '377590', '380840', '381210', '382490', '386360', '397100', '407530', '236110', '417860', '244930', '420790', '444090', '444560', '444640', '461560', '491130', '273350']","['250400', '57690', '232090', '39800', '19900']"
907,"['240', '4000', '400', '12120', '12250', '20', '50', '70', '130', '220', '280', '320', '340', '360', '380', '420', '16710', '12200', '11390', '10180', '10190', '23490', '550', '223530', '8980', '70000', '201570', '207610', '730', '218680', '12110', '12240', '204030', '226700', '238070', '39000', '223710', '221380', '238170', '243060', '218640', '273110', '275490', '282440', '299460', '8600', '8660', '211500', '227700', '227940', '252490']",
908,"['240', '3320', '4000', '9450', '2700', '34900', '41500', '550', '223530', '8930', '91600', '105600', '98200', '65800', '48240', '41070', '73010', '205790', '207250', '201790', '202170', '730', '214790', '212680', '49520', '219640', '232210', '221640', '113400', '200210', '213650', '218130', '230410', '238260', '238960', '214420', '248570', '202090', '216150', '239220', '257730', '227860', '233450', '113020', '220200', '8500', '233250', '244710', '214560', '248820', '218620', '239820', '232810', '422420', '249950', '252950', '208610', '245170', '23490', '91100', '207040', '217690', '221910', '271590', '278360', '268750', '289130', '301520', '65790', '95400', '304930', '4570', '63380', '224600', '316010', '317360', '221380', '323370', '343330', '255710', '359320', '380600', '382490', '291550', '391540', '404410', '406080', '236110']","['230410', '386360', '222880', '291550', '271590']"
909,"['4000', '17390', '1250', '35420', '6060', '550', '223530', '47890', '22380', '204360', '200510', '218680', '212070', '236390', '39000', '214420', '237310', '250420', '206500', '222730', '241600', '242760', '244850', '218620', '241540', '264710', '265930', '221100', '293260', '246900', '255520', '265210', '301520', '304050', '304930', '306830', '9880', '313120', '319510', '730', '332800', '215470', '333930', '342200', '346110', '407530', '346730', '354140', '232090', '232150', '371450', '380600', '382490', '386360', '388090', '397100', '391540', '416690', '417860', '427730']",
910,"['70', '4000', '400', '17390', '1250', '35420', '550', '223530', '10680', '8980', '40800', '105600', '113200', '204360', '213610', '99900', '230410', '223710', '248570', '224260', '253710', '233720', '242760', '207140', '368730', '237740', '252950', '263760', '264200', '264710', '265930', '266430', '273110', '224480', '225840', '284160', '285310', '238460', '301520', '302830', '304930', '312530', '227940', '317360', '319510', '326960', '327890', '730', '332800', '335150', '335330', '346900', '339280', '351800', '354140', '356670', '357380', '361990', '363970', '365670', '322330', '291550', '388090', '391540', '400040', '417860', '427920', '427730']","['219640', '326460', '208610', '251570', '238210']"
911,"['300', '70', '220', '340', '240', '320', '360', '380', '4000', '420', '12120', '12250', '19900', '10090', '12210', '17390', '17440', '11390', '550', '223530', '8190', '33910', '33930', '219540', '57300', '31280', '63710', '92800', '70000', '620', '105600', '20920', '24240', '110800', '32800', '201570', '2400', '2420', '2430', '67370', '22380', '108710', '104900', '202750', '730', '204360', '205790', '219640', '232210', '1250', '35420', '223470', '55230', '220240', '219740', '322330', '43110', '218680', '204100', '222980', '224420', '224540', '226700', '225260', '236390', '238960', '243870', '223710', '233630', '265630', '224260', '253710', '224580', '107410', '230050', '225140', '204450', '35450', '72850', '242760', '239450', '218620', '239820', '206420', '207140', '252490', '253430', '205100', '227300', '49520', '238430', '248820', '265210', '265930', '221100', '211820', '367540', '4500', '20510', '41700', '247730', '203160', '254700', '274170', '222880', '251570', '250180', '286160', '287100', '292630', '295110', '362300', '433850', '439700', '295550', '297020', '236830', '238460', '203140', '205930', '286690', '287390', '304050', '304930', '8600', '8660', '211500', '63380', '307070', '311860', '227940', '296470', '319510', '42700', '42710', '214630', '214640', '323370', '238320', '223650', '329000', '331790', '333930', '335240', '340650', '316390', '346330', '346900', '355180', '357280', '381210', '385070', '389570', '391460', '398710', '400250', '299360', '407840', '412170', '417860', '423710', '434570', '443940', '448640', '457820', '466910', '467000', '473470', '48000', '442080', '273350', '502550', '319630']","['230410', '386360', '222880', '291550', '271590']"
912,"['60', '4000', '400', '12200', '17460', '17470', '24740', '6060', '35000', '20900', '17410', '47810', '40800', '38720', '70000', '92100', '105600', '96100', '72850', '104900', '108800', '202170', '730', '200260', '204360', '205950', '219150', '205790', '223470', '49520', '221640', '212480', '219890', '57690', '11020', '11610', '17020', '200210', '207230', '212160', '212500', '218230', '230410', '238960', '217750', '218170', '223710', '232450', '242720', '248570', '271290', '202090', '206500', '216150', '224260', '226320', '256410', '257730', '264380', '227220', '203160', '230050', '225140', '35450', '241600', '237110', '231040', '248820', '218620', '47790', '47830', '239820', '222880', '222900', '252490', '243450', '233130', '255520', '257710', '259470', '260430', '263620', '266210', '266430', '269570', '8930', '550', '223530', '7670', '8850', '8870', '409710', '409720', '282440', '283290', '286160', '290140', '290730', '293260', '294160', '295690', '298160', '298260', '300550', '8980', '65790', '304050', '304270', '304930', '63380', '307290', '310370', '310380', '215080', '244630', '268420', '227940', '313730', '313020', '269910', '317360', '313340', '258160', '289930', '323370', '6550', '45700', '333930', '335820', '338000', '339200', '339610', '344910', '345520', '339280', '350700', '351790', '352700', '39120', '354500', '354510', '354520', '354530', '354540', '354550', '494710', '356520', '356670', '359050', '360870', '361630', '346680', '362890', '363600', '365720', '372000', '372800', '374570', '375130', '375950', '376570', '380600', '382490', '384180', '386360', '291550', '387860', '253030', '395520', '287920', '57300', '412480', '280790', '417860', '429680', '244930', '442710', '205890', '473770', '495910']","['372000', '371200', '393530', '322330', '521200']"
